id,title,tags
9824,Mystery Men,bowling hostage sphinx training insaneasylum tools frankenstein casanova superhero basedoncomicbook independentfilm comedy spoof skull shovel disco superherospoof invisibleman darkhorsecomics invisibility rajah bowlingball spleen evilgenius benstiller geoffreyrush claireforlani adventure fantasy action comedy sciencefiction kinkausher
48988,Hall Pass,wifehusbandrelationship daydream marriage freedom friends owenwilson jasonsudeikis jennafischer comedy bobbyfarrelly
9008,The Insider,spy newspaper research interview tobacco insider conspiracytheory reporter whistleblower columbiabroadcastingsystem(cbs) tobaccoindustry alpacino russellcrowe christopherplummer drama thriller michaelmann
300673,The Finest Hours,coastguard basedontruestory survival rescuemission stormatsea sinkingship 1950s 3d chrispine caseyaffleck benfoster action drama history thriller craiggillespie
12113,Body of Lies,terror falselyaccused basedonnovel dyinganddeath jordan dubai intelligenceagency beating leonardodicaprio russellcrowe markstrong action drama thriller ridleyscott
38778,Dinner for Schmucks,mouse idiot mindcontrol taxidermy aftercreditsstinger duringcreditsstinger stevecarell paulrudd stephanieszostak comedy jayroach
72331,Abraham Lincoln: Vampire Hunter,usapresident vampire steamlocomotive americancivilwar 19thcentury abrahamlincoln 3d benjaminwalker dominiccooper anthonymackie action fantasy horror timurbekmambetov
1844,Entrapment,"londonengland newyear'seve skyscraper burglar distrust undercover blackmail nudity thief heist oldermanyoungerwomanrelationship artthief criminal arttheft millennium manhattan,newyorkcity gala kualalumpurmalaysia seanconnery catherinezeta-jones willpatton romance drama mystery jonamiel"
846,The X Files,bomb helicopter secret obsession extraterrestrialtechnology fbi spacemarine mutation secretsociety secretorganization secretlab x-files government davidduchovny gilliananderson mitchpileggi mystery sciencefiction thriller robbowman
9703,The Last Legion,romanempire emperor ancientrome westernromanempire ancientworld juliuscaesar colinfirth benkingsley aishwaryaraibachchan action adventure fantasy war douglefler
857,Saving Private Ryan,warcrimes selfsacrifice warveteran worldwarii warship airplane bravery normandy parachute troops waffenss omahabeach army cowardice americanflag warmemorial desertedtown military 1940s tomhanks mattdamon vindiesel drama history war stevenspielberg
136797,Need for Speed,streetrace supercars superspeed car basedonvideogame duringcreditsstinger 3d aaronpaul dominiccooper imogenpoots action crime drama thriller scottwaugh
3981,What Women Want,women telepathy supernaturalpowers advertisingexecutive womandirector helenhunt melgibson marisatomei comedy romance nancymeyers
425,Ice Age,humanevolution parentskidsrelationship squirrel ice lossofchild mammoth sloth dyinganddeath stoneage prehistoric saber-toothedtiger cavemen prehistoriccreature prehistoricadventure prehistorictimes prehistoricman rayromano johnleguizamo denisleary animation comedy family adventure chriswedge
6171,Dreamcatcher,religionandsupernatural morganfreeman thomasjane jasonlee drama horror sciencefiction thriller lawrencekasdan
72976,Lincoln,usapresident speech battlefield familyconflict mourning americancivilwar culturalconflict basedontrueevents battleofgettysburg secession presidentialcabinet gettysburgaddress conflagration ethicaldilemma emancipation abrahamlincoln danielday-lewis sallyfield davidstrathairn history drama stevenspielberg
603,The Matrix,savingtheworld artificialintelligence manvsmachine philosophy prophecy martialarts selfsacrifice fight insurgence virtualreality dystopia truth cyberpunk womandirector messiah gnosticism keanureeves laurencefishburne carrie-annemoss action sciencefiction lillywachowski
568,Apollo 13,moon florida nasa spaceman raceagainsttime houston basedontruestory space rescue survival disaster explosion astronaut imax saturnvrocket courage hypothermia apolloprogram capekennedy lunarmission spacecraftaccident tomhanks billpaxton kevinbacon drama ronhoward
9021,The Santa Clause 2,holiday christmasparty home santaclaus magic toy wish son sequel savingchristmas christmas timallen elizabethmitchell davidkrumholtz fantasy comedy family michaellembeck
82695,Les Misérables,france robbery brothel mayor star musical arrest army rebellion wedding fallinginlove corpse parole convict girldisguisedasboy hughjackman russellcrowe annehathaway drama music romance tomhooper
9489,You've Got Mail,romanticcomedy onlinedating womandirector tomhanks megryan katiesagona comedy romance noraephron
12133,Step Brothers,becominganadult autonomy childhoodtrauma hostility stepbrother slacker manchild aftercreditsstinger duringcreditsstinger willferrell johnc.reilly marysteenburgen comedy adammckay
9342,The Mask of Zorro,california spy hero horsebackriding swordfight revenge antoniobanderas anthonyhopkins catherinezeta-jones action adventure martincampbell
41733,Due Date,highway slacker hitchhiker wallet sunglasses reststop vicodin waffle robertdowneyjr. zachgalifianakis michellemonaghan comedy drama toddphillips
227306,Unbroken,worldwarii prisonersofwar biography sport war athlete womandirector olympicathlete jacko'connell domhnallgleeson garretthedlund drama war angelinajolie
5551,Space Cowboys,nasa spacetravel astronaut elderly clinteastwood tommyleejones donaldsutherland action adventure thriller clinteastwood
9350,Cliffhanger,rockymountains airplane hijacking suitcase climbing heist money snow mountainclimbing mountain sylvesterstallone johnlithgow michaelrooker action adventure thriller rennyharlin
9208,Broken Arrow,helicopter river captain underground mexicanstandoff countdown pilot fistfight canyon major betrayal gunfight train explosion parkranger desert military nucleardevice boxing stealthaircraft abandonedmine humvee johntravolta christianslater samanthamathis action adventure drama thriller johnwoo
4244,The Kid,agedifference midlifecrisis suppressedpast self-awareness childhoodmemory humor changingthepastorfuture brucewillis spencerbreslin emilymortimer fantasy comedy family jonturteltaub
1852,World Trade Center,terror runaway alarmclock hero firemen fireengine waronterror rescue marine hospital trapped rubble rescueteam nicolascage mariabello maggiegyllenhaal drama history thriller oliverstone
11820,Mona Lisa Smile,faculty arthistory rowing schoolnurse femininity teacherhero womensissues juliaroberts kirstendunst juliastiles drama romance mikenewell
76493,The Dictator,kurdish sachabaroncohen sayedbadreya aasifmandvi comedy larrycharles
345,Eyes Wide Shut,lifeanddeath sexualobsession freelove heterosexual christmasparty eroticism orgy maskedball marijuana illegalprostitution tomcruise nicolekidman madisoneginton mystery drama stanleykubrick
196867,Annie,musical orphan fosterchild quvenzhanéwallis jamiefoxx rosebyrne comedy drama family willgluck
256591,Focus,seduction conman femmefatale deception rivalry conartist willsmith margotrobbie rodrigosantoro romance comedy crime drama glennficarra
59962,This Means War,lovetriangle friendship dating sushibar explodingairplane onlinedating stable karateclass dogshelter reesewitherspoon chrispine tomhardy action comedy romance mcg
36648,Blade: Trinity,fbi dracula fistfight vampirehunter superhero basedoncomicbook martialartsmaster motorcycle katanasword blade lossoffriend supervillain vampireslayer fastmotionscene femalevampire wesleysnipes kriskristofferson dominicpurcell sciencefiction action horror thriller adventure fantasy davids.goyer
1880,Red Dawn,guerrilla colorado invasion anti-communism nearfuture redarmy patrickswayze c.thomashowell leathompson action thriller johnmilius
9440,Primary Colors,whitehouse usapresident presidentialelection scandal georgew.bush extramaritalaffair johntravolta emmathompson billybobthornton comedy drama mikenichols
71679,Resident Evil: Retribution,mutant dystopia sequel conspiracy tokyojapan zombie basedonvideogame moscow handtohandcombat virus plague pandemic megacorporation millajovovich siennaguillory michellerodriguez action horror sciencefiction paulw.s.anderson
10483,Death Race,carrace dystopia matteroflifeanddeath prisonguard carsetonfire escapefromprison explodingbuilding vehiclecombat carcrash violence jasonstatham joanallen ianmcshane action thriller sciencefiction paulw.s.anderson
11412,The Long Kiss Goodnight,assassination amnesia hostage chase darkcomedy teacher escape singlemother timebomb candlelightvigil rogueagent streetshootout exciaagent christmasparade geenadavis samuell.jackson yvonnezima crime action mystery thriller rennyharlin
11983,Proof of Life,hostage newlove suspense agent megryan russellcrowe davidmorse action adventure drama romance thriller taylorhackford
6795,Zathura: A Space Adventure,adventure house alien giantrobot outerspace astronaut jonahbobo joshhutcherson daxshepard family fantasy sciencefiction adventure jonfavreau
550,Fight Club,supportgroup dualidentity nihilism rageandhate insomnia dystopia violence edwardnorton bradpitt meatloaf drama davidfincher
11170,We Are Marshall,americanfootball 1970s trainer college sport matthewmcconaughey matthewfox anthonymackie drama mcg
9292,Hudson Hawk,vatican leonardodavinci painting masterthief brucewillis dannyaiello andiemacdowell action adventure comedy michaellehmann
10783,Lucky Numbers,weatherforecast tvstation weather lottery wettermann debt womandirector johntravolta lisakudrow timroth action adventure comedy crime romance thriller noraephron
100241,"I, Frankenstein",soul queen antihero fantasy prince supernatural frankenstein goodvsevil gargoyles fighting demon dark imax 3d aaroneckhart yvonnestrahovski billnighy horror thriller stuartbeattie
257,Oliver Twist,londonengland childabuse streetgang runaway childlabour children'shome orphanage thief violence goodandbad child barneyclark benkingsley jamieforeman crime drama family romanpolanski
9947,Elektra,martialarts basedoncomicbook femaleassassin spinoff jennifergarner goranvisnjic willyunlee action fantasy robbowman
189,Sin City: A Dame to Kill For,detective dystopia dominatrix murder suspense twins basedongraphicnovel darkhorsecomics neo-noir 3d mickeyrourke jessicaalba joshbrolin crime thriller robertrodriguez
12618,Random Hearts,infidelity politician airplanecrash death deathofhusband policesergeant deathofwife harrisonford kristinscottthomas charless.dutton drama romance sydneypollack
253412,Everest,mountains snowstorm hiking climbing snow death blizzard mountainclimbing basedontrueevents mounteverest 3d jasonclarke jakegyllenhaal joshbrolin adventure drama baltasarkormákur
1427,Perfume: The Story of a Murderer,paris femalenudity prostitute smalltown obsession orgy badsmell nudity lonewolf lavender nose childprodigy fishmarket daughter supernatural genius children'shome death perfume benwhishaw simonchandler davidcalder crime fantasy drama tomtykwer
818,Austin Powers in Goldmember,savingtheworld submarine brotherbrotherrelationship clone spy helicopter gold submachinegun asteroid undercover belgium dutch carjourney nightclub laser sumoringer familyhistory auto clowning overweightman conciliation jamesbondspoof duringcreditsstinger mikemyers beyoncéknowles sethgreen comedy crime sciencefiction jayroach
16577,Astro Boy,superhero nicolascage kristenbell billnighy animation action family sciencefiction davidbowers
329,Jurassic Park,exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark samneill lauradern jeffgoldblum adventure sciencefiction stevenspielberg
12160,Wyatt Earp,gunslinger gambling sheriff deputysheriff wretch wyattearp historicalfigure docholliday kevincostner dennisquaid genehackman drama action western lawrencekasdan
9331,Clear and Present Danger,assassination spy ambush cia helicopter basedonnovel usapresident sniper fbi colombia drugtraffic bomber missionofmurder mercenary insurgence coastguard spying war carbomb drugcartel conspiracy shootout infantry violence jackryan politicalcover-up harrisonford willemdafoe annearcher action drama thriller phillipnoyce
300168,Dragon Blade,jackiechan johncusack adrienbrody action drama adventure daniellee
9072,Little Man,baby adoption marriedcouple smallperson criminal marlonwayans shawnwayans kerrywashington comedy crime keenenivorywayans
3536,U-571,submarine worldwarii northatlantic mission matthewmcconaughey billpaxton harveykeitel action drama thriller war jonathanmostow
9087,The American President,whitehouse usapresident newlove widower wildlifeconservation michaeldouglas annettebening michaelj.fox comedy drama romance robreiner
12177,The Love Guru,sport icehockey guru comedy bollywood india spiritualist brokenheart self-help stanleycup chastity ashram expert mikemyers jessicaalba justintimberlake comedy romance marcoschnabel
12138,3000 Miles to Graceland,casino submachinegun hold-uprobbery elvis referencetoelvispresley duringcreditsstinger kurtrussell kevincostner courteneycox action adventure comedy thriller crime demianlichtenstein
273248,The Hateful Eight,bountyhunter wyoming mountains narration hangman stagecoach blizzard postcivilwar samuell.jackson kurtrussell jenniferjasonleigh crime drama mystery western quentintarantino
9955,Blades of Glory,competition olympicgames sport rivalry iceskating willferrell jonheder willarnett action comedy drama joshgordon
50359,Hop,coupd'etat slacker easter easterbunny aftercreditsstinger liveactionandanimation russellbrand jamesmarsden kaleycuoco animation comedy family timhill
1271,300,evisceration javelin shield army fallfromheight ancientworld s.a.t. minions gerardbutler lenaheadey dominicwest action adventure war zacksnyder
693,Meet the Fockers,cia parentskidsrelationship florida anti-authoritarianupbringing jew parents-in-law orderly justmarried sextherapy badfather-in-law family illegitimateson benstiller teripolo robertdeniro comedy romance jayroach
14306,Marley & Me,journalist basedonnovel puppy dog duringcreditsstinger columnist animallead owenwilson jenniferaniston ericdane comedy family davidfrankel
497,The Green Mile,southernusa blackpeople mentallydisabled basedonnovel heal deathrow jailguard greatdepression prisonguard electricchair magicrealism healing deathrowinmate 1930s tomhanks michaelclarkeduncan davidmorse fantasy drama crime frankdarabont
11199,Wild Hogs,midlifecrisis roadtrip politicallyincorrect motorcyclegang bikerfilm awkwardness travelwriter middleage middleagedman timallen johntravolta martinlawrence action adventure comedy waltbecker
9982,Chicken Little,fish smalltown spacemarine chicken alien bestfriend alieninvasion animal duringcreditsstinger 3d zachbraff joancusack danmolina animation family comedy markdindal
210577,Gone Girl,basedonnovel marriagecrisis disappearance cheatinghusband missingperson searchparty criminallawyer wifemurder murdersuspect missingwife benaffleck rosamundpike carriecoon mystery thriller drama davidfincher
2501,The Bourne Identity,paris barcelonaspain assassin basedonnovel secretidentity amnesia sniper passport missionofmurder lovers escape shootout footchase cellphone carchase multipleidentities surveillancecamera hamburggermany fishingboat langleyvirginia safedepositbox flashback handtohandcombat mattdamon frankapotente chriscooper action drama mystery thriller dougliman
710,GoldenEye,cuba falselyaccused secretidentity computervirus secretbase secretintelligenceservice kgb satellite specialcar cossack electromagneticpulse timebomb st.petersburgrussia ejectionseat redarmy piercebrosnan seanbean izabellascorupco adventure action thriller martincampbell
2275,The General's Daughter,suicide detective basedonnovel bondage general paranoia nudity u.s.army investigation politics cover-up murder betrayal conspiracy gangrape fatherdaughterrelationship videotape militarylaw johntravolta madeleinestowe jamescromwell crime drama mystery thriller simonwest
37165,The Truman Show,claustrophobia hiddencamera dystopia realityshow makebelieve pretend jimcarrey lauralinney noahemmerich comedy drama peterweir
9837,The Prince of Egypt,moses egypt pyramid exodus kingdom governance ancientegypt hebrew pharaoh womandirector valkilmer ralphfiennes patrickstewart adventure animation drama family music simonwells
10708,Daddy Day Care,competition success kindergarten children unemployment eddiemurphy jeffgarlin stevezahn comedy family stevecarr
136400,2 Guns,undercover undercoveragent basedoncomicbook money fugitive bankrobbery deaagent denzelwashington markwahlberg paulapatton action comedy crime baltasarkormákur
10992,Cats & Dogs,fight governance puppy allergy 3d jeffgoldblum elizabethperkins alexanderpollock comedy family lawrenceguterman
9654,The Italian Job,venice california trainstation helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist doublecrossed fastcars boatchase losangeles explosion convict fatherdaughterrelationship carchase tvnews hollywoodsign televisionrepair minicooper markwahlberg charlizetheron edwardnorton action crime f.garygray
2642,Two Weeks Notice,newyork parishhall romanticcomedy lawyer billionaire environmentallaw sandrabullock hughgrant aliciawitt romance comedy marclawrence
8916,Antz,general hero worker ant work assignment war princess soldier individuality friend woodyallen danaykroyd annebancroft adventure animation comedy family ericdarnell
19899,Couples Retreat,island marriedcouple yoga tahiti couplestherapy beautifulwoman tropical aftercreditsstinger duringcreditsstinger frenchpolynesia polynésiefrançaise vincevaughn malinåkerman jasonbateman comedy romance peterbillingsley
2119,Days of Thunder,stock-car-race daytona carcrash tomcruise robertduvall nicolekidman adventure tonyscott
9641,Cheaper by the Dozen 2,holiday lake bigfamily father laborpain rivalry familyholiday stevemartin eugenelevy bonniehunt comedy adamshankman
294254,Maze Runner: The Scorch Trials,basedonnovel resistance maze post-apocalyptic dystopia infection ontherun escape zombie storm disease desert sewer antidote corporation virus runner cityruin immunity dylano'brien kayascodelario thomasbrodie-sangster action wesball
38167,Eat Pray Love,indonesia femaleprotagonist india divorce bali juliaroberts jamesfranco javierbardem drama ryanmurphy
5994,The Family Man,workaholic secondchance guardianangel christmas careervsfamily lifereprioritizing nicolascage téaleoni doncheadle comedy drama romance fantasy brettratner
39514,RED,cia retirement shottodeath sniperrifle retired femalespy alarm brucewillis johnmalkovich helenmirren action adventure comedy crime thriller robertschwentke
9563,Any Given Sunday,americanfootball trainer training americanfootballcoach sport americanfootballstadium alpacino camerondiaz dennisquaid drama oliverstone
547,The Horse Whisperer,lovetriangle newyork montana attachmenttonature confidence horsebackriding horse ridingaccident careerwoman ranch horsewhisperer trauma countrylife marriagecrisis crisis travel motherdaughterrelationship animal nature robertredford kristinscottthomas samneill drama romance robertredford
1538,Collateral,california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence tomcruise jamiefoxx jadapinkettsmith drama crime thriller michaelmann
9334,The Scorpion King,egypt temple dwaynejohnson kellyhu michaelclarkeduncan action fantasy adventure chuckrussell
11128,Ladder 49,ledge practicaljoke joaquinphoenix johntravolta jacindabarrett drama action thriller jayrussell
75780,Jack Reacher,basedonnovel sniper investigation police quarry tomcruise rosamundpike richardjenkins crime drama thriller christophermcquarrie
8914,Deep Blue Sea,sharkattack shark alzheimer'sdisease killershark noopeningcredits thomasjane saffronburrows llcoolj action sciencefiction thriller rennyharlin
13576,This Is It,popstar music concert aftercreditsstinger duringcreditsstinger michaeljackson orianthi kennyortega music documentary kennyortega
39538,Contagion,savingtheworld mutation infection terminalillness quarantine outbreak medical vaccine lethalvirus scientist epidemic mattdamon gwynethpaltrow katewinslet drama thriller sciencefiction stevensoderbergh
10628,Kangaroo Jack,moneydelivery fool australia hoodlum kangaroo jerryo'connell anthonyanderson estellawarren comedy adventure crime davidmcnally
14836,Coraline,dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger dakotafanning terihatcher jennifersaunders animation family henryselick
8645,The Happening,tree naturaldisaster crisis park strangebehavior markwahlberg zooeydeschanel johnleguizamo thriller sciencefiction m.nightshyamalan
9509,Man on Fire,mexico cia kidnapping diary bible bodyguard stuffedanimal cellphone alcoholic grenadelauncher bloodshed swimmeet denzelwashington dakotafanning marcanthony action drama thriller crime tonyscott
10067,The Shaggy Dog,fathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimal timallen kristindavis dannyglover comedy family brianrobbins
9384,Starsky & Hutch,informant jumpingfromarooftop surveillancefootage benstiller owenwilson snoopdogg comedy crime toddphillips
9279,Jingle All the Way,holiday christmasparty santaclaus toy puppet christmas turboman navidad arnoldschwarzenegger philhartman sinbad family comedy brianlevant
1487,Hellboy,blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger ronperlman selmablair rupertevans fantasy action sciencefiction guillermodeltoro
9422,A Civil Action,success advancement rightandjustice leukemia lawyer businessstart-up johntravolta robertduvall tonyshalhoub drama stevenzaillian
77174,ParaNorman,medium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strange kodismit-mcphee tuckeralbrizzi jodelleferland family animation adventure comedy samfell
4824,The Jackal,fbi coldwar hitman brucewillis richardgere sidneypoitier action thriller adventure crime michaelcaton-jones
9620,Paycheck,prophecy engineer scientist millionaire benaffleck aaroneckhart umathurman action adventure mystery sciencefiction thriller johnwoo
9302,Up Close & Personal,miami television career vitaminb reporter robertredford michellepfeiffer stockardchanning drama romance jonavnet
10199,The Tale of Despereaux,loyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animallead matthewbroderick dustinhoffman emmawatson adventure animation family robertstevenhagen
10771,The Tuxedo,bomb intelligence chauffeur wound secretagent headinjury jackiechan jenniferlovehewitt jasonisaacs thriller action comedy sciencefiction kevindonovan
3512,Under Siege 2: Dark Territory,terrorist pentagon satellite navyseal train stevenseagal ericbogosian everettmcgill action thriller geoffmurphy
137094,Jack Ryan: Shadow Recruit,londonengland corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jackryan u.s.marine rehab analyst chrispine keiraknightley kevincostner action drama thriller kennethbranagh
274479,Joy,factory inventor strongwoman biography basedontruestory stolenpatent jenniferlawrence bradleycooper robertdeniro drama comedy davido.russell
267860,London Has Fallen,londonengland terrorist terroristattack gerardbutler aaroneckhart morganfreeman action crime thriller babaknajafi
8078,Alien: Resurrection,android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler genemanipulation maninwheelchair breeding geneticengineering regeneration xenomorph alienqueen explosivedecompression swimmingunderwater sigourneyweaver winonaryder braddourif sciencefiction horror action jean-pierrejeunet
7485,Shooter,corruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagent markwahlberg michaelpeña dannyglover action drama mystery thriller crime antoinefuqua
170687,The Boxtrolls,basedonnovel stopmotion fatherdaughterrelationship unlikelyfriendship duringcreditsstinger benkingsley isaachempstead-wright ellefanning animation comedy family fantasy anthonystacchi
6435,Practical Magic,witch magic sorcery love curse familycurse sandrabullock nicolekidman evanrachelwood drama fantasy comedy griffindunne
137106,The Lego Movie,fathersonrelationship creativity friendship partliveaction toys basedontoy fallinginlove superpowers duringcreditsstinger differentworlds lego batman chrispratt willferrell elizabethbanks adventure animation comedy family fantasy phillord
10040,Miss Congeniality 2: Armed and Fabulous,ransom pressconference ship missamerica fbiagent sandrabullock reginaking enriquemurciano action comedy johnpasquin
6278,Reign of Fire,dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine christianbale matthewmcconaughey izabellascorupco adventure action fantasy robbowman
82682,Gangster Squad,losangeles gangster joshbrolin ryangosling nicknolte crime drama action thriller rubenfleischer
17610,Year One,temple slavery stoneage circumcision hebrews cavemen prehistoricadventure duringcreditsstinger prehistorictimes prehistoricman jackblack michaelcera oliviawilde comedy adventure haroldramis
22954,Invictus,stadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstinger morganfreeman mattdamon tonykgoroge drama history clinteastwood
16995,State of Play,corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporter russellcrowe benaffleck rachelmcadams action kevinmacdonald
16558,Duplicity,spy cliveowen juliaroberts paulgiamatti romance comedy crime tonygilroy
9849,My Favorite Martian,alien martian basedontvseries fishoutofwater jeffdaniels elizabethhurley darylhannah comedy drama family sciencefiction donaldpetrie
5820,The Sentinel,usapresident agent michaeldouglas kiefersutherland evalongoria action thriller crime clarkjohnson
16866,Planet 51,flyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstinger dwaynejohnson seannwilliamscott jessicabiel sciencefiction animation family comedy adventure jorgeblanco
201,Star Trek: Nemesis,clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera patrickstewart jonathanfrakes brentspiner sciencefiction action adventure thriller stuartbaird
11775,Intolerable Cruelty,california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce georgeclooney catherinezeta-jones edwardherrmann crime comedy romance joelcoen
87825,Trouble with the Curve,women baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight clinteastwood amyadams justintimberlake drama romance robertlorenz
12201,Edge of Darkness,murder violence deathofdaughter homicidedetective melgibson raywinstone dannyhuston crime drama mystery thriller martincampbell
11015,The Relic,chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle penelopeannmiller tomsizemore lindahunt horror mystery thriller peterhyams
9932,Analyze That,prison gold therapist gangster robertdeniro billycrystal lisakudrow comedy crime haroldramis
13389,Righteous Kill,revenge murder plottwist dirtycop robertdeniro carlagugino 50cent action crime drama thriller jonavnet
8838,Mercury Rising,assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant brucewillis alecbaldwin mikohughes action crime drama thriller haroldbecker
17332,The Soloist,newspaper cello musical violin losangeles robertdowneyjr. jamiefoxx catherinekeener drama joewright
4958,The Legend of Bagger Vance,competition worldwari greatdepression caddy savannah mattdamon brucemcgill charlizetheron fantasy drama robertredford
786,Almost Famous,hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter katehudson billycrudup francesmcdormand drama music cameroncrowe
9513,Garfield: A Tail of Two Kitties,londonengland cat mistakeinperson luxury wretch nobility garfield billmurray jenniferlovehewitt billyconnolly animation comedy family timhill
11679,xXx: State of the Union,washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus icecube samuell.jackson willemdafoe action adventure crime drama mystery thriller leetamahori
38321,Priest,vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero paulbettany karlurban camgigandet action sciencefiction fantasy thriller horror scottstewart
14411,Sinbad: Legend of the Seven Seas,prince watermonster bradpitt catherinezeta-jones michellepfeiffer family animation adventure timjohnson
8413,Event Horizon,spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship laurencefishburne samneill kathleenquinlan horror sciencefiction mystery paulw.s.anderson
10052,Dragonfly,pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism kevincostner joemorton ronrifkin drama tomshadyac
9676,The Black Dahlia,pornography observer losangeles murderhunt joshhartnett scarlettjohansson aaroneckhart drama briandepalma
9664,Flyboys,worldwari biplane jamesfranco davidellison jeanreno action adventure drama history romance war tonybill
2100,The Last Castle,prison general robertredford jamesgandolfini markruffalo action drama thriller rodlurie
10384,Supernova,blackpeople starships future star supernova blast jamesspader angelabassett robertforster horror sciencefiction thriller walterhill
137321,Winter's Tale,basedonnovel colinfarrell jessicabrownfindlay russellcrowe drama fantasy mystery romance akivagoldsman
123553,The Mortal Instruments: City of Bones,angel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovel lilycollins jamiecampbellbower kevinzegers action adventure drama mystery romance fantasy haraldzwart
11260,Meet Dave,newyork captain starships newlove earth friendship crew carcrash space alien survival planet duringcreditsstinger eddiemurphy elizabethbanks gabrielleunion comedy sciencefiction adventure family brianrobbins
9009,Dark Water,"basedonnovel water remake teacher divorce apartment ghost manhattan,newyorkcity jenniferconnelly johnc.reilly timroth drama horror thriller waltersalles"
11374,Edtv,tvshow tvstation simulatedreality realitytv tvstar tvratings matthewmcconaughey woodyharrelson sallykirkland comedy ronhoward
2309,Inkheart,book fairytale eavesdropping adventure writer'sblock brendanfraser siennaguillory andyserkis adventure family fantasy iainsoftley
8285,The Spirit,secretidentity robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson action comedy thriller crime sciencefiction frankmiller
210860,Mortdecai,basedonnovel painting debt artdealer stolenpainting johnnydepp gwynethpaltrow ewanmcgregor comedy adventure davidkoepp
2312,In the Name of the King: A Dungeon Siege Tale,fictionalplace monster lossoffamily newlove hero loveofone'slife magic fairytale villain kingdom enchantment badpower son heirtothethrone motherlylove wizardry revenge royalty family basedonvideogame medieval jasonstatham johnrhys-davies rayliotta adventure fantasy action drama uweboll
9839,Beyond Borders,londonengland cia landmine loveofone'slife cambodia ethiopia chechnya foreignaid angelinajolie cliveowen teripolo drama romance adventure war martincampbell
381902,The Monkey King 2,monkeyking aaronkwok gongli williamfeng action adventure fantasy soicheang
13922,The Great Raid,basedonnovel worldwarii prisonersofwar narration archivefootage rescuemission soldier 1940s inspiredbytrueevents fictionalizedhistory benjaminbratt jamesfranco connienielsen action history war johndahl
293660,Deadpool,antihero mercenary marvelcomic superhero basedoncomicbook breakingthefourthwall aftercreditsstinger duringcreditsstinger selfhealing ryanreynolds morenabaccarin edskrein action adventure comedy timmiller
9713,Holy Man,salesclerk television tvratings guru televisionproducer eddiemurphy jeffgoldblum kellypreston drama comedy stephenherek
190859,American Sniper,sniper biography iraq navyseal u.s.soldier bradleycooper siennamiller kylegallner war action clinteastwood
257445,Goosebumps,basedonnovel magic fantasy werewolf family ventriloquistdummy bookcomestolife 3d jackblack dylanminnette odeyarush adventure horror comedy robletterman
9007,Just Like Heaven,coma basedonnovel workaholic flirt architect romanticcomedy ghost landscapearchitect reesewitherspoon markruffalo donallogue comedy fantasy romance markwaters
889,The Flintstones in Viva Rock Vegas,waitress marriageproposal flirt stoneage bestfriend dinosaur markaddy stephenbaldwin kristenjohnston sciencefiction comedy family romance brianlevant
